timestamp,interval_sec,cpu_mw,gpu_mw,ane_mw,combined_mw,net_cpu_mw,net_gpu_mw,net_ane_mw,compute_mw,cpu_joules,gpu_joules,ane_joules,combined_joules,net_cpu_joules,net_gpu_joules,net_ane_joules,compute_joules,e_cluster_pct,p_cluster_pct,gpu_active_pct,gpu_freq_mhz,thermal
2026-07-07T15:02:08.057576,1.0,3955.0,10.0,0.0,3965.0,3937.0,6.6,0.0,3937.0,3.955,0.01,0.0,3.965,3.937,0.0066,0.0,3.937,32.71,98.93,2.12,338.0,Nominal
2026-07-07T15:02:09.062981,1.0,3115.0,0.0,0.0,3115.0,3097.0,0.0,0.0,3097.0,3.115,0.0,0.0,3.115,3.097,0.0,0.0,3.097,29.48,85.21,0.0,0.0,Nominal
2026-07-07T15:02:10.068795,1.0,2665.0,27.0,0.0,2692.0,2647.0,23.6,0.0,2647.0,2.665,0.027,0.0,2.692,2.647,0.0236,0.0,2.647,2.98,91.54,5.02,338.0,Nominal
2026-07-07T15:02:11.073951,1.0,3765.0,16.0,0.0,3781.0,3747.0,12.6,0.0,3747.0,3.765,0.016,0.0,3.781,3.747,0.0126,0.0,3.747,21.66,97.17,2.26,338.0,Nominal
2026-07-07T15:02:12.079700,1.0,3370.0,13.0,0.0,3383.0,3352.0,9.6,0.0,3352.0,3.37,0.013,0.0,3.383,3.352,0.0096,0.0,3.352,0.0,99.21,2.39,338.0,Nominal
2026-07-07T15:02:13.085708,1.0,3901.0,11.0,0.0,3912.0,3883.0,7.6,0.0,3883.0,3.901,0.011,0.0,3.912,3.883,0.0076,0.0,3.883,0.0,99.53,1.98,338.0,Nominal
2026-07-07T15:02:14.091504,1.0,4003.0,22.0,0.0,4025.0,3985.0,18.6,0.0,3985.0,4.003,0.022,0.0,4.025,3.985,0.0186,0.0,3.985,44.6,99.62,1.84,338.0,Nominal
2026-07-07T15:02:15.097359,1.0,3472.0,12.0,0.0,3484.0,3454.0,8.6,0.0,3454.0,3.472,0.012,0.0,3.484,3.454,0.0086,0.0,3.454,0.0,86.86,2.16,338.0,Nominal
2026-07-07T15:02:16.103156,1.0,3414.0,11.0,0.0,3425.0,3396.0,7.6,0.0,3396.0,3.414,0.011,0.0,3.425,3.396,0.0076,0.0,3.396,2.34,83.95,2.11,338.0,Nominal
2026-07-07T15:02:17.109339,1.0,2690.0,15.0,0.0,2705.0,2672.0,11.6,0.0,2672.0,2.69,0.015,0.0,2.705,2.672,0.0116,0.0,2.672,0.0,79.64,2.56,338.0,Nominal
2026-07-07T15:02:18.115185,1.0,3128.0,20.0,0.0,3148.0,3110.0,16.6,0.0,3110.0,3.128,0.02,0.0,3.148,3.11,0.0166,0.0,3.11,0.0,83.38,2.04,338.0,Nominal
2026-07-07T15:02:19.121030,1.0,2542.0,22.0,0.0,2564.0,2524.0,18.6,0.0,2524.0,2.542,0.022,0.0,2.564,2.524,0.0186,0.0,2.524,0.0,82.34,2.0,338.0,Nominal
2026-07-07T15:02:20.126957,1.0,2560.0,12.0,0.0,2572.0,2542.0,8.6,0.0,2542.0,2.56,0.012,0.0,2.572,2.542,0.0086,0.0,2.542,63.92,79.88,2.33,338.0,Nominal
2026-07-07T15:02:21.132821,1.0,2525.0,12.0,0.0,2537.0,2507.0,8.6,0.0,2507.0,2.525,0.012,0.0,2.537,2.507,0.0086,0.0,2.507,35.96,77.3,2.18,338.0,Nominal
2026-07-07T15:02:22.138946,1.0,2565.0,21.0,0.0,2586.0,2547.0,17.6,0.0,2547.0,2.565,0.021,0.0,2.586,2.547,0.0176,0.0,2.547,74.85,79.41,2.86,338.0,Nominal
2026-07-07T15:02:23.144857,1.0,2408.0,15.0,0.0,2423.0,2390.0,11.6,0.0,2390.0,2.408,0.015,0.0,2.423,2.39,0.0116,0.0,2.39,0.0,69.1,2.57,338.0,Nominal
