timestamp,interval_sec,cpu_mw,gpu_mw,ane_mw,combined_mw,net_cpu_mw,net_gpu_mw,net_ane_mw,compute_mw,cpu_joules,gpu_joules,ane_joules,combined_joules,net_cpu_joules,net_gpu_joules,net_ane_joules,compute_joules,e_cluster_pct,p_cluster_pct,gpu_active_pct,gpu_freq_mhz,thermal
2026-07-07T13:10:51.338244,1.0,4936.0,24.0,0.0,4960.0,4918.0,20.6,0.0,4918.0,4.936,0.024,0.0,4.96,4.918,0.0206,0.0,4.918,82.38,76.51,5.31,338.0,Nominal
2026-07-07T13:10:52.343399,1.0,1241.0,24.0,0.0,1265.0,1223.0,20.6,0.0,1223.0,1.241,0.024,0.0,1.265,1.223,0.0206,0.0,1.223,13.61,0.0,4.33,338.0,Nominal
2026-07-07T13:10:53.349268,1.0,3700.0,25.0,0.0,3725.0,3682.0,21.6,0.0,3682.0,3.7,0.025,0.0,3.725,3.682,0.0216,0.0,3.682,46.24,66.7,3.66,338.0,Nominal
2026-07-07T13:10:54.355216,1.0,4594.0,18.0,0.0,4612.0,4576.0,14.6,0.0,4576.0,4.594,0.018,0.0,4.612,4.576,0.0146,0.0,4.576,77.0,90.82,2.73,338.0,Nominal
2026-07-07T13:10:55.360674,1.0,7054.0,12.0,0.0,7066.0,7036.0,8.6,0.0,7036.0,7.054,0.012,0.0,7.066,7.036,0.0086,0.0,7.036,91.16,99.85,2.24,338.0,Nominal
2026-07-07T13:10:56.366265,1.0,4821.0,20.0,0.0,4841.0,4803.0,16.6,0.0,4803.0,4.821,0.02,0.0,4.841,4.803,0.0166,0.0,4.803,41.98,84.5,5.17,338.0,Nominal
2026-07-07T13:10:57.371462,1.0,4889.0,16.0,0.0,4905.0,4871.0,12.6,0.0,4871.0,4.889,0.016,0.0,4.905,4.871,0.0126,0.0,4.871,46.43,86.3,2.61,338.0,Nominal
2026-07-07T13:10:58.376894,1.0,4655.0,14.0,0.0,4668.0,4637.0,10.6,0.0,4637.0,4.655,0.014,0.0,4.668,4.637,0.0106,0.0,4.637,44.76,98.92,2.19,338.0,Nominal
2026-07-07T13:10:59.382415,1.0,4256.0,15.0,0.0,4271.0,4238.0,11.6,0.0,4238.0,4.256,0.015,0.0,4.271,4.238,0.0116,0.0,4.238,99.57,99.51,2.58,338.0,Nominal
2026-07-07T13:11:00.387675,1.0,4614.0,19.0,0.0,4633.0,4596.0,15.6,0.0,4596.0,4.614,0.019,0.0,4.633,4.596,0.0156,0.0,4.596,74.5,87.44,2.83,338.0,Nominal
2026-07-07T13:11:01.393197,1.0,6039.0,12.0,0.0,6051.0,6021.0,8.6,0.0,6021.0,6.039,0.012,0.0,6.051,6.021,0.0086,0.0,6.021,17.2,98.72,2.54,338.0,Nominal
