timestamp,interval_sec,cpu_mw,gpu_mw,ane_mw,combined_mw,net_cpu_mw,net_gpu_mw,net_ane_mw,compute_mw,cpu_joules,gpu_joules,ane_joules,combined_joules,net_cpu_joules,net_gpu_joules,net_ane_joules,compute_joules,e_cluster_pct,p_cluster_pct,gpu_active_pct,gpu_freq_mhz,thermal
2026-07-07T10:52:16.927120,1.0,411.0,2.0,0.0,413.0,393.0,0.0,0.0,393.0,0.411,0.002,0.0,0.413,0.393,0.0,0.0,0.393,75.42,0.0,0.45,338.0,Nominal
2026-07-07T10:52:17.938448,1.0,44.0,0.0,0.0,44.0,26.0,0.0,0.0,26.0,0.044,0.0,0.0,0.044,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.0,Nominal
2026-07-07T10:52:18.950420,1.0,43.0,1.0,0.0,44.0,25.0,0.0,0.0,25.0,0.043,0.001,0.0,0.044,0.025,0.0,0.0,0.025,0.0,0.0,0.52,338.0,Nominal
2026-07-07T10:52:19.961796,1.0,43.0,1.0,0.0,44.0,25.0,0.0,0.0,25.0,0.043,0.001,0.0,0.044,0.025,0.0,0.0,0.025,0.0,0.0,0.49,338.0,Nominal
2026-07-07T10:52:20.973457,1.0,44.0,1.0,0.0,45.0,26.0,0.0,0.0,26.0,0.044,0.001,0.0,0.045,0.026,0.0,0.0,0.026,0.0,0.0,0.54,800.0,Nominal
2026-07-07T10:52:21.986605,1.0,61.0,2.0,0.0,63.0,43.0,0.0,0.0,43.0,0.061,0.002,0.0,0.063,0.043,0.0,0.0,0.043,0.0,0.0,0.5,338.0,Nominal
2026-07-07T10:52:22.999359,1.0,111.0,1.0,0.0,112.0,93.0,0.0,0.0,93.0,0.111,0.001,0.0,0.112,0.093,0.0,0.0,0.093,0.0,0.0,0.5,338.0,Nominal
2026-07-07T10:52:24.010828,1.0,48.0,9.0,0.0,57.0,30.0,5.6,0.0,30.0,0.048,0.009,0.0,0.057,0.03,0.0056,0.0,0.03,0.0,0.0,2.02,338.0,Nominal
2026-07-07T10:52:25.023561,1.0,103.0,25.0,0.0,127.0,85.0,21.6,0.0,85.0,0.103,0.025,0.0,0.127,0.085,0.0216,0.0,0.085,0.0,0.0,2.78,338.0,Nominal
2026-07-07T10:52:26.028954,1.0,387.0,2.0,0.0,389.0,369.0,0.0,0.0,369.0,0.387,0.002,0.0,0.389,0.369,0.0,0.0,0.369,5.13,0.0,0.74,338.0,Nominal
2026-07-07T10:52:27.040839,1.0,1205.0,5.0,0.0,1210.0,1187.0,1.6,0.0,1187.0,1.205,0.005,0.0,1.21,1.187,0.0016,0.0,1.187,0.0,0.0,1.05,338.0,Nominal
2026-07-07T10:52:28.052710,1.0,753.0,32.0,0.0,785.0,735.0,28.6,0.0,735.0,0.753,0.032,0.0,0.785,0.735,0.0286,0.0,0.735,0.0,0.0,5.81,510.0,Nominal
2026-07-07T10:52:29.057042,1.0,1263.0,18.0,0.0,1281.0,1245.0,14.6,0.0,1245.0,1.263,0.018,0.0,1.281,1.245,0.0146,0.0,1.245,0.0,0.0,4.04,338.0,Nominal
2026-07-07T10:52:30.069604,1.0,1255.0,18.0,0.0,1273.0,1237.0,14.6,0.0,1237.0,1.255,0.018,0.0,1.273,1.237,0.0146,0.0,1.237,0.0,0.0,4.31,338.0,Nominal
2026-07-07T10:52:31.081904,1.0,88.0,18.0,0.0,105.0,70.0,14.6,0.0,70.0,0.088,0.018,0.0,0.105,0.07,0.0146,0.0,0.07,0.0,0.0,4.34,338.0,Nominal
2026-07-07T10:52:32.090249,1.0,1260.0,17.0,0.0,1277.0,1242.0,13.6,0.0,1242.0,1.26,0.017,0.0,1.277,1.242,0.0136,0.0,1.242,0.0,0.0,3.91,338.0,Nominal
2026-07-07T10:52:33.095787,1.0,1258.0,19.0,0.0,1277.0,1240.0,15.6,0.0,1240.0,1.258,0.019,0.0,1.277,1.24,0.0156,0.0,1.24,0.0,0.0,4.58,338.0,Nominal
2026-07-07T10:52:34.108888,1.0,205.0,29.0,0.0,234.0,187.0,25.6,0.0,187.0,0.205,0.029,0.0,0.234,0.187,0.0256,0.0,0.187,13.8,0.0,5.38,439.0,Nominal
2026-07-07T10:52:35.121491,1.0,1201.0,16.0,0.0,1217.0,1183.0,12.6,0.0,1183.0,1.201,0.016,0.0,1.217,1.183,0.0126,0.0,1.183,0.0,0.0,3.79,338.0,Nominal
2026-07-07T10:52:36.126747,1.0,1265.0,19.0,0.0,1284.0,1247.0,15.6,0.0,1247.0,1.265,0.019,0.0,1.284,1.247,0.0156,0.0,1.247,0.0,0.0,4.46,338.0,Nominal
2026-07-07T10:52:37.138403,1.0,882.0,15.0,0.0,897.0,864.0,11.6,0.0,864.0,0.882,0.015,0.0,0.897,0.864,0.0116,0.0,0.864,0.0,0.0,3.71,338.0,Nominal
2026-07-07T10:52:38.151473,1.0,509.0,17.0,0.0,526.0,491.0,13.6,0.0,491.0,0.509,0.017,0.0,0.526,0.491,0.0136,0.0,0.491,0.0,0.0,4.09,338.0,Nominal
2026-07-07T10:52:39.157179,1.0,1256.0,17.0,0.0,1273.0,1238.0,13.6,0.0,1238.0,1.256,0.017,0.0,1.273,1.238,0.0136,0.0,1.238,0.0,0.0,3.84,338.0,Nominal
2026-07-07T10:52:40.170591,1.0,1258.0,17.0,0.0,1274.0,1240.0,13.6,0.0,1240.0,1.258,0.017,0.0,1.274,1.24,0.0136,0.0,1.24,0.0,0.0,4.2,338.0,Nominal
2026-07-07T10:52:41.183150,1.0,258.0,17.0,0.0,274.0,240.0,13.6,0.0,240.0,0.258,0.017,0.0,0.274,0.24,0.0136,0.0,0.24,0.0,0.0,4.15,338.0,Nominal
