timestamp,interval_sec,cpu_mw,gpu_mw,ane_mw,combined_mw,net_cpu_mw,net_gpu_mw,net_ane_mw,compute_mw,cpu_joules,gpu_joules,ane_joules,combined_joules,net_cpu_joules,net_gpu_joules,net_ane_joules,compute_joules,e_cluster_pct,p_cluster_pct,gpu_active_pct,gpu_freq_mhz,thermal
2026-07-07T11:11:35.369224,1.0,2806.0,18.0,0.0,2824.0,2788.0,14.6,0.0,2788.0,2.806,0.018,0.0,2.824,2.788,0.0146,0.0,2.788,0.0,83.5,2.66,338.0,Nominal
2026-07-07T11:11:36.377614,1.0,2664.0,16.0,0.0,2680.0,2646.0,12.6,0.0,2646.0,2.664,0.016,0.0,2.68,2.646,0.0126,0.0,2.646,0.0,99.17,2.53,338.0,Nominal
2026-07-07T11:11:37.382756,1.0,6714.0,14.0,0.0,6728.0,6696.0,10.6,0.0,6696.0,6.714,0.014,0.0,6.728,6.696,0.0106,0.0,6.696,77.99,98.74,2.27,338.0,Nominal
2026-07-07T11:11:38.388114,1.0,6619.0,18.0,0.0,6637.0,6601.0,14.6,0.0,6601.0,6.619,0.018,0.0,6.637,6.601,0.0146,0.0,6.601,25.65,99.54,3.51,338.0,Nominal
2026-07-07T11:11:39.400568,1.0,4639.0,11.0,0.0,4650.0,4621.0,7.6,0.0,4621.0,4.639,0.011,0.0,4.65,4.621,0.0076,0.0,4.621,3.32,65.9,2.15,338.0,Nominal
2026-07-07T11:11:40.412305,1.0,1489.0,14.0,0.0,1503.0,1471.0,10.6,0.0,1471.0,1.489,0.014,0.0,1.503,1.471,0.0106,0.0,1.471,0.0,0.0,2.69,338.0,Nominal
2026-07-07T11:11:41.417797,1.0,1235.0,16.0,0.0,1250.0,1217.0,12.6,0.0,1217.0,1.235,0.016,0.0,1.25,1.217,0.0126,0.0,1.217,0.0,0.0,3.01,338.0,Nominal
2026-07-07T11:11:42.423192,1.0,2776.0,13.0,0.0,2789.0,2758.0,9.6,0.0,2758.0,2.776,0.013,0.0,2.789,2.758,0.0096,0.0,2.758,0.0,39.65,2.58,338.0,Nominal
2026-07-07T11:11:43.433400,1.0,3081.0,13.0,0.0,3094.0,3063.0,9.6,0.0,3063.0,3.081,0.013,0.0,3.094,3.063,0.0096,0.0,3.063,0.0,88.1,2.3,338.0,Nominal
2026-07-07T11:11:44.439575,1.0,5251.0,14.0,0.0,5264.0,5233.0,10.6,0.0,5233.0,5.251,0.014,0.0,5.264,5.233,0.0106,0.0,5.233,72.46,99.41,2.39,338.0,Nominal
2026-07-07T11:11:45.445062,1.0,3913.0,14.0,0.0,3927.0,3895.0,10.6,0.0,3895.0,3.913,0.014,0.0,3.927,3.895,0.0106,0.0,3.895,56.4,96.74,2.4,338.0,Nominal
2026-07-07T11:11:46.451541,1.0,2491.0,13.0,0.0,2504.0,2473.0,9.6,0.0,2473.0,2.491,0.013,0.0,2.504,2.473,0.0096,0.0,2.473,0.0,97.0,2.74,338.0,Nominal
2026-07-07T11:11:47.466968,1.0,2122.0,14.0,0.0,2136.0,2104.0,10.6,0.0,2104.0,2.122,0.014,0.0,2.136,2.104,0.0106,0.0,2.104,0.0,96.93,2.69,338.0,Nominal
2026-07-07T11:11:48.462487,1.0,2641.0,15.0,0.0,2656.0,2623.0,11.6,0.0,2623.0,2.641,0.015,0.0,2.656,2.623,0.0116,0.0,2.623,0.0,69.12,2.95,338.0,Nominal
