timestamp,interval_sec,cpu_mw,gpu_mw,ane_mw,combined_mw,net_cpu_mw,net_gpu_mw,net_ane_mw,compute_mw,cpu_joules,gpu_joules,ane_joules,combined_joules,net_cpu_joules,net_gpu_joules,net_ane_joules,compute_joules,e_cluster_pct,p_cluster_pct,gpu_active_pct,gpu_freq_mhz,thermal
2026-07-07T14:51:12.565608,1.0,4798.0,12.0,7.0,4817.0,4780.0,8.6,7.0,4787.0,4.798,0.012,0.007,4.817,4.78,0.0086,0.007,4.787,98.42,99.99,1.91,338.0,Nominal
2026-07-07T14:51:13.572177,1.0,4757.0,136.0,7.0,4900.0,4739.0,132.6,7.0,4746.0,4.757,0.136,0.007,4.9,4.739,0.1326,0.007,4.746,69.1,93.07,20.37,558.0,Nominal
2026-07-07T14:51:14.577841,1.0,6345.0,352.0,7.0,6704.0,6327.0,348.6,7.0,6334.0,6.345,0.352,0.007,6.704,6.327,0.3486,0.007,6.334,78.83,87.63,41.36,493.0,Nominal
2026-07-07T14:51:15.583629,1.0,3428.0,1168.0,7.0,4603.0,3410.0,1164.6,7.0,3417.0,3.428,1.168,0.007,4.603,3.41,1.1646,0.007,3.417,38.49,97.55,43.07,815.0,Nominal
2026-07-07T14:51:16.589451,1.0,3248.0,164.0,7.0,3419.0,3230.0,160.6,7.0,3237.0,3.248,0.164,0.007,3.419,3.23,0.1606,0.007,3.237,0.0,87.56,7.06,725.0,Nominal
2026-07-07T14:51:17.595569,1.0,4817.0,6.0,7.0,4830.0,4799.0,2.6,7.0,4806.0,4.817,0.006,0.007,4.83,4.799,0.0026,0.007,4.806,0.0,100.0,1.66,338.0,Nominal
2026-07-07T14:51:18.601437,1.0,4323.0,430.0,5.0,4757.0,4305.0,426.6,5.0,4310.0,4.323,0.43,0.005,4.757,4.305,0.4266,0.005,4.31,7.73,94.74,31.35,661.0,Nominal
2026-07-07T14:51:19.607570,1.0,1552.0,12.0,0.0,1563.0,1534.0,8.6,0.0,1534.0,1.552,0.012,0.0,1.563,1.534,0.0086,0.0,1.534,0.0,92.47,2.6,519.0,Nominal
2026-07-07T14:51:20.613330,1.0,1405.0,4.0,0.0,1409.0,1387.0,0.6,0.0,1387.0,1.405,0.004,0.0,1.409,1.387,0.0006,0.0,1.387,0.0,86.96,0.5,338.0,Nominal
2026-07-07T14:51:21.619755,1.0,1410.0,21.0,0.0,1431.0,1392.0,17.6,0.0,1392.0,1.41,0.021,0.0,1.431,1.392,0.0176,0.0,1.392,0.0,87.66,3.66,338.0,Nominal
2026-07-07T14:51:22.626795,1.0,1582.0,15.0,408.0,2004.0,1564.0,11.6,408.0,1972.0,1.582,0.015,0.408,2.004,1.564,0.0116,0.408,1.972,0.0,26.15,4.72,338.0,Nominal
2026-07-07T14:51:23.632643,1.0,1015.0,12.0,808.0,1835.0,997.0,8.6,808.0,1805.0,1.015,0.012,0.808,1.835,0.997,0.0086,0.808,1.805,0.0,0.0,3.58,338.0,Nominal
2026-07-07T14:51:24.639034,1.0,986.0,12.0,807.0,1805.0,968.0,8.6,807.0,1775.0,0.986,0.012,0.807,1.805,0.968,0.0086,0.807,1.775,0.0,0.0,1.01,338.0,Nominal
2026-07-07T14:51:25.645330,1.0,975.0,0.0,793.0,1769.0,957.0,0.0,793.0,1750.0,0.975,0.0,0.793,1.769,0.957,0.0,0.793,1.75,0.0,0.0,0.35,338.0,Nominal
2026-07-07T14:51:26.652145,1.0,1013.0,6.0,802.0,1820.0,995.0,2.6,802.0,1797.0,1.013,0.006,0.802,1.82,0.995,0.0026,0.802,1.797,0.0,0.0,2.72,338.0,Nominal
2026-07-07T14:51:27.658849,1.0,990.0,7.0,815.0,1812.0,972.0,3.6,815.0,1787.0,0.99,0.007,0.815,1.812,0.972,0.0036,0.815,1.787,0.0,0.0,1.74,338.0,Nominal
2026-07-07T14:51:28.664612,1.0,1007.0,23.0,815.0,1845.0,989.0,19.6,815.0,1804.0,1.007,0.023,0.815,1.845,0.989,0.0196,0.815,1.804,0.0,0.0,3.89,338.0,Nominal
2026-07-07T14:51:29.670382,1.0,1012.0,11.0,809.0,1832.0,994.0,7.6,809.0,1803.0,1.012,0.011,0.809,1.832,0.994,0.0076,0.809,1.803,0.0,0.0,2.79,338.0,Nominal
2026-07-07T14:51:30.676114,1.0,1007.0,14.0,800.0,1821.0,989.0,10.6,800.0,1789.0,1.007,0.014,0.8,1.821,0.989,0.0106,0.8,1.789,0.0,0.0,2.14,338.0,Nominal
2026-07-07T14:51:31.681970,1.0,999.0,5.0,811.0,1816.0,981.0,1.6,811.0,1792.0,0.999,0.005,0.811,1.816,0.981,0.0016,0.811,1.792,0.0,0.0,1.57,338.0,Nominal
2026-07-07T14:51:32.688912,1.0,991.0,3.0,811.0,1806.0,973.0,0.0,811.0,1784.0,0.991,0.003,0.811,1.806,0.973,0.0,0.811,1.784,0.0,0.0,1.22,338.0,Nominal
2026-07-07T14:51:33.695790,1.0,984.0,6.0,815.0,1805.0,966.0,2.6,815.0,1781.0,0.984,0.006,0.815,1.805,0.966,0.0026,0.815,1.781,0.0,0.0,1.82,338.0,Nominal
2026-07-07T14:51:34.701556,1.0,979.0,1.0,818.0,1799.0,961.0,0.0,818.0,1779.0,0.979,0.001,0.818,1.799,0.961,0.0,0.818,1.779,0.0,0.0,0.35,338.0,Nominal
2026-07-07T14:51:35.707328,1.0,1034.0,12.0,811.0,1857.0,1016.0,8.6,811.0,1827.0,1.034,0.012,0.811,1.857,1.016,0.0086,0.811,1.827,0.0,0.0,2.53,338.0,Nominal
