timestamp,interval_sec,cpu_mw,gpu_mw,ane_mw,combined_mw,net_cpu_mw,net_gpu_mw,net_ane_mw,compute_mw,cpu_joules,gpu_joules,ane_joules,combined_joules,net_cpu_joules,net_gpu_joules,net_ane_joules,compute_joules,e_cluster_pct,p_cluster_pct,gpu_active_pct,gpu_freq_mhz,thermal
2026-07-07T14:56:53.065189,1.0,1989.0,382.0,0.0,2371.0,1971.0,378.6,0.0,1971.0,1.989,0.382,0.0,2.371,1.971,0.3786,0.0,1.971,41.26,67.79,30.17,338.0,Nominal
2026-07-07T14:56:54.072402,1.0,1578.0,242.0,0.0,1820.0,1560.0,238.6,0.0,1560.0,1.578,0.242,0.0,1.82,1.56,0.2386,0.0,1.56,9.88,36.48,22.45,475.0,Nominal
2026-07-07T14:56:55.078105,1.0,1766.0,315.0,0.0,2081.0,1748.0,311.6,0.0,1748.0,1.766,0.315,0.0,2.081,1.748,0.3116,0.0,1.748,4.86,40.92,27.6,454.0,Nominal
2026-07-07T14:56:56.083939,1.0,2087.0,287.0,0.0,2374.0,2069.0,283.6,0.0,2069.0,2.087,0.287,0.0,2.374,2.069,0.2836,0.0,2.069,21.93,93.09,27.46,487.0,Nominal
2026-07-07T14:56:57.091192,1.0,2264.0,346.0,0.0,2610.0,2246.0,342.6,0.0,2246.0,2.264,0.346,0.0,2.61,2.246,0.3426,0.0,2.246,49.32,98.61,27.17,441.0,Nominal
2026-07-07T14:56:58.098450,1.0,2286.0,295.0,0.0,2581.0,2268.0,291.6,0.0,2268.0,2.286,0.295,0.0,2.581,2.268,0.2916,0.0,2.268,56.3,98.59,28.76,478.0,Nominal
2026-07-07T14:56:59.104522,1.0,2298.0,327.0,0.0,2625.0,2280.0,323.6,0.0,2280.0,2.298,0.327,0.0,2.625,2.28,0.3236,0.0,2.28,44.12,99.19,26.93,449.0,Nominal
2026-07-07T14:57:00.111463,1.0,2476.0,325.0,0.0,2801.0,2458.0,321.6,0.0,2458.0,2.476,0.325,0.0,2.801,2.458,0.3216,0.0,2.458,45.54,97.78,28.51,474.0,Nominal
2026-07-07T14:57:01.117527,1.0,2127.0,306.0,0.0,2433.0,2109.0,302.6,0.0,2109.0,2.127,0.306,0.0,2.433,2.109,0.3026,0.0,2.109,23.92,98.71,27.89,450.0,Nominal
2026-07-07T14:57:02.124799,1.0,2550.0,333.0,0.0,2883.0,2532.0,329.6,0.0,2532.0,2.55,0.333,0.0,2.883,2.532,0.3296,0.0,2.532,46.7,96.32,28.3,486.0,Nominal
2026-07-07T14:57:03.128673,1.0,4014.0,358.0,0.0,4371.0,3996.0,354.6,0.0,3996.0,4.014,0.358,0.0,4.371,3.996,0.3546,0.0,3.996,20.42,95.92,30.33,338.0,Nominal
2026-07-07T14:57:04.134776,1.0,2947.0,310.0,0.0,3258.0,2929.0,306.6,0.0,2929.0,2.947,0.31,0.0,3.258,2.929,0.3066,0.0,2.929,23.72,81.67,27.72,485.0,Nominal
2026-07-07T14:57:05.140384,1.0,2748.0,294.0,0.0,3042.0,2730.0,290.6,0.0,2730.0,2.748,0.294,0.0,3.042,2.73,0.2906,0.0,2.73,11.63,80.26,24.18,455.0,Nominal
2026-07-07T14:57:06.149341,1.0,2835.0,318.0,0.0,3154.0,2817.0,314.6,0.0,2817.0,2.835,0.318,0.0,3.154,2.817,0.3146,0.0,2.817,32.66,75.86,29.91,466.0,Nominal
2026-07-07T14:57:07.152373,1.0,2315.0,272.0,0.0,2588.0,2297.0,268.6,0.0,2297.0,2.315,0.272,0.0,2.588,2.297,0.2686,0.0,2.297,16.63,65.08,25.03,456.0,Nominal
2026-07-07T14:57:08.157974,1.0,2557.0,338.0,0.0,2895.0,2539.0,334.6,0.0,2539.0,2.557,0.338,0.0,2.895,2.539,0.3346,0.0,2.539,27.49,78.74,29.34,489.0,Nominal
2026-07-07T14:57:09.164605,1.0,2589.0,284.0,0.0,2873.0,2571.0,280.6,0.0,2571.0,2.589,0.284,0.0,2.873,2.571,0.2806,0.0,2.571,18.04,75.09,24.47,468.0,Nominal
2026-07-07T14:57:10.170378,1.0,2617.0,411.0,0.0,3028.0,2599.0,407.6,0.0,2599.0,2.617,0.411,0.0,3.028,2.599,0.4076,0.0,2.599,28.51,71.14,33.46,361.0,Nominal
2026-07-07T14:57:11.181094,1.0,2169.0,230.0,0.0,2399.0,2151.0,226.6,0.0,2151.0,2.169,0.23,0.0,2.399,2.151,0.2266,0.0,2.151,9.4,69.68,24.67,471.0,Nominal
2026-07-07T14:57:12.183084,1.0,2260.0,359.0,0.0,2619.0,2242.0,355.6,0.0,2242.0,2.26,0.359,0.0,2.619,2.242,0.3556,0.0,2.242,24.33,81.32,30.92,472.0,Nominal
2026-07-07T14:57:13.188561,1.0,2016.0,225.0,0.0,2241.0,1998.0,221.6,0.0,1998.0,2.016,0.225,0.0,2.241,1.998,0.2216,0.0,1.998,0.0,41.09,22.05,481.0,Nominal
2026-07-07T14:57:14.216711,1.0,2615.0,365.0,0.0,2980.0,2597.0,361.6,0.0,2597.0,2.615,0.365,0.0,2.98,2.597,0.3616,0.0,2.597,26.98,88.57,31.06,449.0,Nominal
